row,col,gx,gy,fw,t
0,0,0.02857142873108387,-2.3841858265427618e-8,0.02857145294547081,2.448047986547408e-8
0,1,0.02857142873108387,-2.421438694000244e-8,0.02857145294547081,0.02857145294547081
0,2,0.02857142686843872,-2.60770320892334e-8,0.02857145294547081,0.05714288353919983
0,3,0.02857142686843872,-2.2351741790771484e-8,0.02857144922018051,0.08571431040763855
0,4,0.02857142686843872,-2.2351741790771484e-8,0.02857144922018051,0.11428573727607727
0,5,0.02857142686843872,-1.4901161193847656e-8,0.028571441769599915,0.142857164144516
0,6,1.4901161193847656e-8,-1.4901161193847656e-8,2.9802322387695312e-8,0.1714285910129547
1,0,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.20000001788139343
1,1,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.22857144474983215
1,2,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.2571428716182709
1,3,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.2857142984867096
1,4,0.02857142686843872,-0.20000001788139343,0.22857144474983215,0.3142857253551483
1,5,0.02857142686843872,-0.20000001788139343,0.22857144474983215,0.34285715222358704
1,6,0,-0.20000001788139343,0.20000001788139343,0.37142857909202576
2,0,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.4000000059604645
2,1,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.4285714328289032
2,2,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.4571428596973419
2,3,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.48571428656578064
2,4,0.02857142686843872,-0.20000001788139343,0.22857144474983215,0.5142857432365417
2,5,0.02857142686843872,-0.20000001788139343,0.22857144474983215,0.5428571701049805
2,6,0,-0.20000001788139343,0.20000001788139343,0.5714285969734192
3,0,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.6000000238418579
3,1,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.6285714507102966
3,2,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.6571428775787354
3,3,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.6857143044471741
3,4,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.7142857313156128
3,5,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.7428571581840515
3,6,0,-0.19999998807907104,0.19999998807907104,0.7714285850524902
4,0,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.800000011920929
4,1,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.8285714387893677
4,2,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.8571428656578064
4,3,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.8857142925262451
4,4,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.9142857193946838
4,5,0.02857142686843872,-0.19999998807907104,0.22857141494750977,0.9428571462631226
4,6,0,-0.19999998807907104,0.19999998807907104,0.9714285731315613
