0,32,00000000
0,33,00000000
0,63,00000000
0,64,00000000
0,1000000,00000000
0,4294967295,00000000
1,32,00000001
1,33,00000000
1,63,00000000
1,64,00000001
1,1000000,00000001
1,4294967295,00000000
-1,32,ffffffff
-1,33,ffffffff
-1,63,ffffffff
-1,64,ffffffff
-1,1000000,ffffffff
-1,4294967295,ffffffff
2147483647,32,7fffffff
2147483647,33,3fffffff
2147483647,63,00000000
2147483647,64,7fffffff
2147483647,1000000,7fffffff
2147483647,4294967295,00000000
-2147483648,32,80000000
-2147483648,33,c0000000
-2147483648,63,ffffffff
-2147483648,64,80000000
-2147483648,1000000,80000000
-2147483648,4294967295,ffffffff
-2,32,fffffffe
-2,33,ffffffff
-2,63,ffffffff
-2,64,fffffffe
-2,1000000,fffffffe
-2,4294967295,ffffffff
2147483646,32,7ffffffe
2147483646,33,3fffffff
2147483646,63,00000000
2147483646,64,7ffffffe
2147483646,1000000,7ffffffe
2147483646,4294967295,00000000
-2147483647,32,80000001
-2147483647,33,c0000000
-2147483647,63,ffffffff
-2147483647,64,80000001
-2147483647,1000000,80000001
-2147483647,4294967295,ffffffff
2,32,00000002
2,33,00000001
2,63,00000000
2,64,00000002
2,1000000,00000002
2,4294967295,00000000
3,32,00000003
3,33,00000001
3,63,00000000
3,64,00000003
3,1000000,00000003
3,4294967295,00000000
-3,32,fffffffd
-3,33,fffffffe
-3,63,ffffffff
-3,64,fffffffd
-3,1000000,fffffffd
-3,4294967295,ffffffff
4,32,00000004
4,33,00000002
4,63,00000000
4,64,00000004
4,1000000,00000004
4,4294967295,00000000
-4,32,fffffffc
-4,33,fffffffe
-4,63,ffffffff
-4,64,fffffffc
-4,1000000,fffffffc
-4,4294967295,ffffffff
5,32,00000005
5,33,00000002
5,63,00000000
5,64,00000005
5,1000000,00000005
5,4294967295,00000000
-5,32,fffffffb
-5,33,fffffffd
-5,63,ffffffff
-5,64,fffffffb
-5,1000000,fffffffb
-5,4294967295,ffffffff
8,32,00000008
8,33,00000004
8,63,00000000
8,64,00000008
8,1000000,00000008
8,4294967295,00000000
-8,32,fffffff8
-8,33,fffffffc
-8,63,ffffffff
-8,64,fffffff8
-8,1000000,fffffff8
-8,4294967295,ffffffff
9,32,00000009
9,33,00000004
9,63,00000000
9,64,00000009
9,1000000,00000009
9,4294967295,00000000
7,32,00000007
7,33,00000003
7,63,00000000
7,64,00000007
7,1000000,00000007
7,4294967295,00000000
-7,32,fffffff9
-7,33,fffffffc
-7,63,ffffffff
-7,64,fffffff9
-7,1000000,fffffff9
-7,4294967295,ffffffff
-9,32,fffffff7
-9,33,fffffffb
-9,63,ffffffff
-9,64,fffffff7
-9,1000000,fffffff7
-9,4294967295,ffffffff
16,32,00000010
16,33,00000008
16,63,00000000
16,64,00000010
16,1000000,00000010
16,4294967295,00000000
-16,32,fffffff0
-16,33,fffffff8
-16,63,ffffffff
-16,64,fffffff0
-16,1000000,fffffff0
-16,4294967295,ffffffff
17,32,00000011
17,33,00000008
17,63,00000000
17,64,00000011
17,1000000,00000011
17,4294967295,00000000
15,32,0000000f
15,33,00000007
15,63,00000000
15,64,0000000f
15,1000000,0000000f
15,4294967295,00000000
-15,32,fffffff1
-15,33,fffffff8
-15,63,ffffffff
-15,64,fffffff1
-15,1000000,fffffff1
-15,4294967295,ffffffff
-17,32,ffffffef
-17,33,fffffff7
-17,63,ffffffff
-17,64,ffffffef
-17,1000000,ffffffef
-17,4294967295,ffffffff
32,32,00000020
32,33,00000010
32,63,00000000
32,64,00000020
32,1000000,00000020
32,4294967295,00000000
-32,32,ffffffe0
-32,33,fffffff0
-32,63,ffffffff
-32,64,ffffffe0
-32,1000000,ffffffe0
-32,4294967295,ffffffff
33,32,00000021
33,33,00000010
33,63,00000000
33,64,00000021
33,1000000,00000021
33,4294967295,00000000
31,32,0000001f
31,33,0000000f
31,63,00000000
31,64,0000001f
31,1000000,0000001f
31,4294967295,00000000
-31,32,ffffffe1
-31,33,fffffff0
-31,63,ffffffff
-31,64,ffffffe1
-31,1000000,ffffffe1
-31,4294967295,ffffffff
-33,32,ffffffdf
-33,33,ffffffef
-33,63,ffffffff
-33,64,ffffffdf
-33,1000000,ffffffdf
-33,4294967295,ffffffff
64,32,00000040
64,33,00000020
64,63,00000000
64,64,00000040
64,1000000,00000040
64,4294967295,00000000
-64,32,ffffffc0
-64,33,ffffffe0
-64,63,ffffffff
