0,00000000
1,688990c0
-1,00000000
2147483647,412333b2
-2147483648,412333b2
-2,688990c0
2147483646,54bf7fec
-2147483647,54bf7fec
2,2999d90b
3,53f1e9dd
-3,2999d90b
4,285f500f
-4,53f1e9dd
5,5c45d53e
-5,285f500f
8,33ad8644
-8,6b74a1e6
9,429fd5ab
7,6b74a1e6
-7,4ba13ff9
-9,33ad8644
16,675b0c89
-16,06093447
17,4ca56ae5
15,06093447
-15,4d855ce0
-17,675b0c89
32,53232d0c
-32,42023635
33,0c7be3c1
31,42023635
-31,73881715
-33,53232d0c
64,59b95a18
-64,2c5ccc1e
65,15e7abd3
63,2c5ccc1e
-63,2c37a2ce
-65,59b95a18
128,2f054fbd
-128,54afc85f
129,7f83de5e
127,54afc85f
-127,47587822
-129,2f054fbd
256,5e0a9f7b
-256,4cbb3e84
257,4e431493
255,4cbb3e84
-255,0de3614a
-257,5e0a9f7b
512,43ea3ef6
-512,50884ee7
513,29cb0409
511,50884ee7
-511,43538158
-513,43ea3ef6
1024,0c41ac82
-1024,75b159c5
1025,4301ab87
1023,75b159c5
-1023,10262cf8
-1025,0c41ac82
2048,5df6e38f
-2048,317cd579
2049,2a474194
2047,317cd579
-2047,66f5d4ab
-2049,5df6e38f
4096,685d41ca
-4096,22c029f4
4097,0e8d8389
4095,22c029f4
-4095,62f9aaf3
-4097,685d41ca
8192,37ab31ed
-8192,4603e851
8193,2df9fb7d
8191,4603e851
-8191,458053e8
-8193,37ab31ed
16384,5d37ae45
-16384,34deb88f
16385,009bf12f
16383,34deb88f
-16383,079ab180
-16385,5d37ae45
32768,3edcb3b3
-32768,0fea74dd
32769,28d6442c
32767,0fea74dd
-32767,10270885
-32769,3edcb3b3
65536,3876b536
-65536,1334f844
65537,67688249
65535,1334f844
-65535,5bbe38b8
-65537,3876b536
131072,6c488936
-131072,39184473
131073,65b6a2d9
131071,39184473
-131071,4acfd0aa
-131073,6c488936
262144,10579e2f
-262144,0896f240
262145,06a3dbef
262143,0896f240
-262143,6f34d6f4
-262145,10579e2f
524288,63bdea24
-524288,112de481
524289,2aff8ec4
524287,112de481
-524287,245cb2f1
-524289,63bdea24
1048576,2fbd3c8f
-1048576,65b90ba5
1048577,6f9e7801
1048575,65b90ba5
-1048575,7d66041f
-1048577,2fbd3c8f
2097152,39b30aa3
-2097152,6558b961
2097153,7a2ec42b
2097151,6558b961
-2097151,2bcebca2
-2097153,39b30aa3
4194304,7ab7e369
-4194304,3a9cd48b
4194305,692a1c9e
4194303,3a9cd48b
-4194303,60f3f541
-4194305,7ab7e369
8388608,50898ace
-8388608,3f741ca5
8388609,306fbf4d
8388607,3f741ca5
-8388607,74e5689e
-8388609,50898ace
16777216,595e122f
-16777216,4409e511
16777217,2fb0409f
16777215,4409e511
-16777215,3a5907ed
-16777217,595e122f
33554432,4d43245f
-33554432,2374b8d2
33554433,3da8cc6a
33554431,2374b8d2
-33554431,084c1ba8
-33554433,4d43245f
67108864,1ef36630
-67108864,45c88d7a
67108865,236ccc15
67108863,45c88d7a
-67108863,6d8ac88a
-67108865,1ef36630
134217728,3b9f35e6
-134217728,0ffe3811
134217729,609284be
134217727,0ffe3811
-134217727,54050680
-134217729,3b9f35e6
268435456,0d2e84b9
-268435456,1ffc7022
268435457,22fe7005
268435455,1ffc7022
-268435455,30ea1eaa
-268435457,0d2e84b9
536870912,2e08684e
-536870912,3ff8e044
536870913,351ddc66
536870911,3ff8e044
-536870911,1446809b
-536870913,2e08684e
1073741824,5c10d09d
-1073741824,045e625d
1073741825,64efeaa4
1073741823,045e625d
-1073741823,62d3f8ea
-1073741825,5c10d09d
2147483648,412333b2
-2147483649,412333b2
2147483649,54bf7fec
-1640531527,438f95cf
1640531527,7ed47951
-2048144789,32cb43d1
2048144789,004146a6
-1028477387,282bda58
1028477387,3abfe9d7
668265263,1f030a36
-668265263,2e52fcfe
374761393,79a10e35
-374761393,78fa8b4f
575063493,3bd94162
-575063493,74c61fc3
208597874,3250b211
-208597874,7c745da0
422033722,5aadbcf9
-422033722,70d69b71
2146121005,2605482e
-2146121005,11af365e
-2073254261,437aa6f1
2073254261,6e9e184b
90802087,340c0692
-1434046645,0c7cd97f
-945015557,135ab4e6
-1118476284,45f8af10
459804437,0bec2f10
-2143106026,35cf71e6
626884110,79a71489
1562183176,64384615
-958546146,7c43be87
1279969327,70bda18c
1696943562,64bd6467
216394257,4bba939d
-615107892,20a678a7
-1939012228,6bcc900e
983298623,1da3de2f
1485759498,7d4474a4
-2089530761,235d18c0
-995032301,30c7d658
1137783708,74e2ec70
1776881783,45571f7e
-1969216221,5a4ba779
-881024675,56818e1c
1829900089,2cfc7ef7
-1815770477,6f4e8fbe
-202848381,2d17ec1c
214480958,20ed19c7
-1446204904,629193a2
1201474387,32a82f7f
1040696767,5f083277
-1382319137,46ded2c3
459718547,34352b55
881894432,2ce05546
1208581376,4dbd4bd2
-1441383969,20f6d609
-1525056245,06cae4c1
2061459611,28146385
-1666405247,5b7df320
110867502,07d15666
-1444139993,52e5033b
-1987004929,68ab4fd3
1170572658,472f74f0
1744409237,1f389246
-1771434735,019ee2fd
1241898298,2a8caf0a
1909734817,5fd94e01
1811039375,55223665
-226682377,5d815c58
-1095731974,704d9b8e
-416674254,14abdade
-859285854,766c856d
2102577982,441b9aec
1149302463,79b66e21
-292722422,6d4e2fce
1632971651,25edf1c4
1446460156,061f2a07
700699107,08f53ea3
488146430,2413e4a1
1905533582,22a6134f
136490058,383dffea
-1475249959,2bee7b81
1383788389,360456e0
-1556463590,4254a4f4
1134536946,0a6bdac3
-1940472209,14ad3daa
1115736594,4be564d3
673030071,5d3a07ed
1744907279,61dfbc37
1934296094,0b517234
-163934522,696bd4b4
-625160769,6f6bbd9c
-632399289,08cd02e5
724614287,6a0d48c0
-2090827024,6ea8a543
1340922385,3adda7c9
1373420475,21d6414e
269290204,66f3313e
1099549042,49676b2e
-603951836,31b288c6
1946879174,7cd56611
-70477061,1789f45d
-816234365,0e308b68
2057997541,55e537b3
-951237599,5dbf5067
-140333396,6b85fa2b
-532197905,6849938d
1088213230,1830dffb
1157179405,310ecae5
-380159621,7b1db627
-246153612,44cb9a09
1602843307,43873982
726295640,6139c227
-2097495803,768c3424
156323523,5d0f9696
-491759506,7bbe001e
377595822,7fa34408
599381805,520807a4
1290098164,3685620e
-473021138,7e63ff8c
1114842028,7d8351b2
-478808050,336484f1
786554493,5b9bc332
1088587693,210c30cf
-1024699082,76f2c51d
1524390730,7ac08441
-560522975,3f56f38e
39790063,6f703016
-542518938,1e37ceed
72205814,424afa4a
-2140560586,54641ed7
480351091,67e911cc
109061804,7e13ccff
-1501356675,453e24bf
-1618004502,4a9f232d
-469681341,2ad11dc1
-1954202299,63e993b3
1884031066,0252b746
1151850984,07c2030e
-123281907,749406f5
92561790,535fb4c8
1481482063,3368c287
-1710842139,23065cba
-377667256,4ba0d8f9
921863263,30f9dc31
1187350024,65f5b811
1077341811,7bf8de02
-1189589325,13bbc197
162933963,27cc7334
-275791821,14f0b67f
1328588370,4ded50ac
1448941913,1c8c188f
-208792446,3ad57123
413249966,666b1340
-2033819345,6e875887
-1862813336,3776a86b
678584238,7dd2d434
817156860,259295e9
1671519548,6f195ecf
-1103064858,6c902247
511389575,16da7d8d
1707474088,2f3f70fc
-906650411,06e28096
-1975816938,11392fa4
-1271337510,006e1b4f
808332689,14aff2a6
331483596,4e9837a3
-1577268401,74219322
1391044968,0a731001
1289680855,548ceb7c
-412992604,58aeadd0
442797326,237e3162
1004207592,46940bef
1517409648,220785a0
1771047788,5a53d2f5
-1773187455,5a7387dd
1484113822,21a4d6e0
-941225363,46007eef
-333018371,2cfc9800
-16591590,4f2b18d6
-1782859413,21d806df
676702252,17770801
-2001008445,38f2f817
-958422665,61a720bf
-491574652,3318f7e4
-137428234,748161a1
638089038,210fdb5c
650985324,47665699
-1151734574,417c60a2
194653559,1d155386
220424703,66c2caad
-397802932,7915bfe5
1290606706,2a966f59
-1816927598,07e77c98
1257210715,4c56e706
-519884813,3d0b67f4
-1046743221,65201a5f
-655606757,7acaba5a
-448060172,366dbfb9
1313801345,62bad64c
-1036886196,68492c4e
1567625958,21bd58ac
-1804782504,620a445e
-1357996364,64c4cd60
347892537,3b186bed
1321589500,2dd559bf
-2083081988,747e7c16
-1352151232,42412421
2113560761,0048a294
-2096182188,1358ed6d
1596463070,5850104f
656709793,6f61bc53
-1091223028,6eadad9f
-1772315143,3b9c0fcd
1055471780,3b304e75
-2008533889,7e60ea39
-1078181530,34b61e00
-1011898347,60abf36e
360495251,7b9876ca
660477498,3739542d
2123235206,3e11727e
-658567428,4f1d3134
1720200532,1dbcd1be
1584303810,6d17031f
-1764574057,54089bf2
256399246,433ad10c
-1561647044,61c45a37
1438919765,32bb1c05
-901998043,0fd4bcc1
-444433181,7989c739
1242527404,767636a3
1151696075,7466fcfd
1363263854,2b709ad3
-478636444,51a63bde
-473934565,51525ba9
1351101190,73586fa2
968454827,73dfb89a
-2013045733,337dba56
1721986827,2c338c2b
-1921776143,33cd1ec4
-2107415580,4b595cee
417804616,5fd09ae9
-755132881,78853a65
696725936,7ef1a612
-992814743,5a57d95e
1433905735,63167175
1432352633,74e78d5f
1734936012,081e0fe7
-1116606195,5bb486c6
-573354482,52bb6485
-241230786,5c04cc65
-511044104,23f3d5d7
643819719,0d45c19e
22301738,16c6c460
-1025510538,395462ed
2128819496,36d2663c
-15055678,195448ea
1043403479,20c1f478
-1460015960,1d0cb296
-1210005453,65e72e60
-1847287726,0c2868fa
793117730,0d956210
-559683716,2f2aa8a0
1548442640,43194e68
1891370310,56aa1b66
-1900261939,7f34b233
-845083706,63bcdb20
641355092,7ee56fe0
-1281566552,24196380
-663606216,0829c8d1
300777007,39366612
-130040472,451e3780
203725760,146bef5b
-1226183600,031536e8
1143016972,7cc51a11
1696074837,384de305
424822514,770aff25
453930964,0c35d91e
218117242,01e9e16c
-407901247,256d0774
-425802691,1ca49e53
61300924,06c7b401
1824856336,43509076
-2055420635,49fdaf13
-1552979083,2ee679dc
-2133713791,0ba15ef8
-977180624,4b6b94b8
-1216001412,2e02afa1
-1518908400,5e14555d
-1150840591,315c3a47
-12071424,1f7a4eb6
-142403161,04f81ea9
-710538251,5eab1001
-423459288,0e373fd1
-1243117659,190b6916
-1101239826,0218b892
-538672045,0eb6da3a
1787332508,2bf38cf8
2005259173,64eadfa5
209617613,7f36cb82
1566861584,7fe05a05
955120224,107fe7b9
1004824988,388f3786
-1407105668,47cfaa98
1735415066,59769c6c
2003334040,3a3e63ce
899423523,4c18e133
-1702884501,277fdb4c
82776637,504bfba9
-1618633852,78d22e77
1651120526,19e34b6e
-560051139,0fda7b7a
1082607055,73facef0
-2109169612,0dab886b
1675747003,5b295b46
-244407507,76d18aeb
1782322521,5ff2c6c3
-503634882,5a48797d
1279211451,4a4cc30d
492995253,1b5e51ab
-295274138,5031b906
1080237144,2e63fa19
327151054,7c4bb029
2061319010,04373402
-1696541853,0864569c
434380192,280a566e
1982668781,41a549da
1585571297,3c6314d8
404420371,6f644b52
-979523832,075f87ad
-558047791,09a6873d
1735131164,6ab64c29
41158130,47ddf214
-1464901272,2f1dfecf
1926114380,104b9440
-1153683058,1fc60060
890150006,35567fdf
-247069292,38b105da
-1446670690,3eb90aa9
1902629921,6844ce2b
-610249660,4f1a2015
1641341443,0451e195
-2123905953,616267b1
-572344217,3abaaaea
1829746343,68439e29
336942021,5378e835
1214778448,094bfd0e
1168835511,722a3bfb
1328539511,01ce5b11
963754811,7bdf6a63
1984752460,57e70cc3
802266568,2694e267
190314884,00af84ca
487556746,29204065
1849151335,34d7616b
-526852876,6e4822ae
-483521031,63706cdd
-125936652,3a6ef8a2
-1207827196,36677c7e
-1670464464,084ff98d
-710794408,1d41dcbf
-1317912158,0e264efd
663231925,2d76ed74
-1956145472,4700e000
1500139676,554d768a
311009602,3e5397da
1636901485,3fcabeae
-1308781665,79016a07
-798114707,7f5f95c4
-1934229177,717d4c53
1148611059,04fefe98
-424853151,01635f2c
1232844954,7cf4a874
1219674850,110325cf
-1830843478,1f1432fb
1063899119,5ae3587f
-2033853236,37b91fd5
-1343305425,2b8fdc20
1239716586,751f0451
-2093743049,086f8734
1634354914,48d6dff1
-70239515,64162f14
-958081037,7a1d8643
909288839,4356636c
1831968164,0924ff5d
460619903,2b1b971f
-54371199,003ce759
1959545015,6b754a4d
-1108672365,5552b8a0
1247030476,4be408be
460216569,30e57141
-1633494396,532d2ecb
-224246409,22de0c64
1179616457,35aa3528
1321805940,1906a343
1467351373,7a06e38c
-474549503,3489835c
-877510876,7eaeb215
-968635188,69029ed0
-1048860430,5f3912c9
-375861564,3d605809
-1895221852,48377a12
-1775346651,08269625
-33612606,0c55cf16
-1716777556,6d24dd6a
605117565,3e6ffbd7
1376802955,7e73bbae
345844738,7571c208
1696048842,24df3846
361289679,34381e34
-907088398,1060df7a
-448305144,1bc46e4b
1730455836,2b134aa5
-1889597576,19724996
1032866896,6b242db0
-2058981696,7b98f41f
2005797608,79fffb22
-342575276,405d083f
1959287566,19250fec
-1507712195,472320bd
-444807143,02f5db78
-454924987,555a17ab
-1686978171,4281ade1
161348943,0119bc0a
1319711035,2ce141f4
1413134774,2dbf1df2
1650592184,603925dd
-82626474,51b2a47e
-244551715,70e9a712
1474350664,62dd0cad
-1860042087,50bdfb56
-356064028,5aa28158
-472072686,050149ba
41628243,0cfc1751
775868333,03879b49
1492988064,2e655ce3
882087920,55eb3a36
-864337057,50de045f
-1296680577,71af1ead
929270373,03ee0ca3
184420028,0f240843
1816081906,757d5f6b
187667038,257fea92
807458590,3655e303
263684402,57df1e68
1604308283,4f92e872
570352346,4a842c6f
-1571991880,3241105f
-562287070,4ca2c2eb
785578410,0198bd2d
-1428507877,3210787d
-2029420482,3af4e281
-1232637742,74498658
1351752197,00f4387f
-2111115017,799ab87f
1909980511,0b5f7c45
-1497180980,3968064c
406157021,752df1fd
1997004066,4720ae66
151639440,57804f84
-730685806,4fd61b59
1484482520,0805c31d
-1678590516,56f5a20f
846909657,3ec66937
-1668490856,7646a34d
1357758007,04429a23
-1439219393,3c55f593
-190754489,5cc5dde2
-1222371564,44ad15f3
