0,5,00000000
1,-9,fffffff7
-1,32,ffffffe0
2147483647,-64,00000040
-2147483648,129,80000000
-2,255,fffffe02
2147483646,-511,800003fe
-2147483647,-1025,7ffffbff
2,4096,00002000
3,-8192,ffffa000
-3,16385,ffff3ffd
4,32767,0001fffc
-4,-65535,0003fffc
5,-131073,fff5fffb
-5,524288,ffd80000
8,-1048576,ff800000
-8,2097153,fefffff8
9,4194303,023ffff7
7,-8388607,fc800007
-7,-16777217,07000007
-9,67108864,dc000000
16,-134217728,80000000
-16,268435457,fffffff0
17,536870911,1fffffef
15,-1073741823,4000000f
-15,-2048144789,272f23bb
-17,-374761393,7bbce2c1
32,2146121005,fd66a5a0
-32,-1118476284,5552ff80
33,1696943562,09cf070a
31,-995032301,d16f5f4d
-31,-202848381,76cfd723
-33,881894432,395ad7e0
64,-1444139993,7b0b09c0
-64,1811039375,036edc40
65,-292722422,91e7ab8a
63,-1475249959,5c4cbd67
-63,1744907279,67b6284f
-65,1340922385,b4dca1af
128,-816234365,aca04180
-128,-380159621,54634280
129,377595822,57557eae
127,1088587693,30614ed3
-127,-2140560586,4b980836
-129,1884031066,69afcaa6
256,921863263,f2845f00
-256,1448941913,a2e6a700
257,1671519548,04fe993c
255,808332689,fdff636f
-255,1004207592,60dd15e8
-257,-16591590,fe2810e6
512,638089038,10ee9c00
-512,-1816927598,983adc00
513,-1036886196,26f0f74c
511,-1352151232,2036b0c0
-511,1055471780,6c77f0a4
-513,-658567428,a922f904
1024,-901998043,f2689400
-1024,1351101190,df53e800
1025,-755132881,c956522f
1023,-573354482,6f64e9f2
-1023,-15055678,96073cc2
-1025,1548442640,764463f0
2048,300777007,6bf17800
-2048,453930964,8c816000
2049,-1552979083,1ecb1375
2047,-142403161,214a1e59
-2047,2005259173,48e8aba5
-2049,2003334040,44facc68
4096,1082607055,745cf000
-4096,492995253,d7d4b000
4097,1982668781,482befed
4095,-1464901272,4d671e98
-4095,-610249660,d65c1444
-4097,1168835511,0a198c49
8192,1849151335,f9ece000
-8192,-1317912158,b7cbc000
8193,-798114707,87fb5c6d
8191,1063899119,fa941011
-8191,-958081037,2be677f3
-8193,1247030476,30125334
16384,-474549503,bcc04000
-16384,-33612606,38cf8000
16385,-907088398,856b6df2
16383,-342575276,424048ac
-16383,1319711035,025a713b
-16385,-356064028,5c001b1c
32768,-1296680577,1cbf8000
-32768,1604308283,19628000
32769,-1232637742,6ef070d2
32767,151639440,e1be2a70
-32767,-1439219393,0997c13f
-32769,1320944591,af5c7c31
65536,1839714525,d0dd0000
-65536,2080693797,21db0000
65537,-142126041,4bae5427
65535,-1106189398,25991c56
-65535,1870191245,94ebda8d
-65537,-223863845,f17ce425
131072,-899816739,c5ba0000
-131072,1949801161,ca6e0000
131073,1166176515,27887103
131071,868129917,053b6383
-131071,696686738,f8629892
-131073,271813803,d6767355
262144,1542783279,04bc0000
-262144,512542750,df880000
262145,1662731209,723f43c9
262143,-2084895340,9294fa6c
-262143,-520797799,da914199
-262145,-1044862163,919354d3
524288,198328693,0ba80000
-524288,1717894459,16280000
524289,-95195003,7e7b7085
524287,-1820482806,84d25cf6
-524287,2060971600,0857ee50
-524289,1580121587,b239420d
1048576,-724142424,6a800000
-1048576,772941050,b0600000
1048577,1897671166,10fc29fe
1048575,2071486330,7c27a086
-1048575,205457428,8aff0814
-1048577,833409125,c8032f9b
2097152,-1719999571,75a00000
-2097152,-372822102,0ac00000
2097153,367868325,4a8d39a5
2097151,-2107465055,d1bd5d5f
-2097151,-243972021,e815484b
-2097153,-1351286497,2caafee1
4194304,-1706189269,8ac00000
-4194304,925407754,7d800000
4194305,509198568,5859c0e8
4194303,718021392,9933dcf0
-4194303,1281790876,6566939c
-4194305,1700438205,6b655f43
8388608,-1913697500,92000000
-8388608,813264242,47000000
8388609,447979584,3ab3a040
8388607,-1174378593,157f9861
-8388607,1605464447,a031717f
-8388609,2026224493,d0ba4493
16777216,-1045961665,3f000000
-16777216,1071042676,8c000000
16777217,-2124059590,bb656c3a
16777215,-62656148,6fbc0e94
-16777215,-1156212121,54159a67
-16777217,1817170030,25b02f92
33554432,-1305721263,a2000000
-33554432,-417228274,e4000000
33554433,-1740710340,103ede3c
33554431,-12564560,60bfb850
-33554431,-28082354,62537f4e
-33554433,-1436531269,df9fba45
67108864,-2039096426,58000000
-67108864,-1280457884,70000000
67108865,1877476582,07e804e6
67108863,-878996968,94646de8
-67108863,271100441,ac28aa19
-67108865,867616159,50493a61
134217728,349577816,c0000000
-134217728,1031796493,98000000
134217729,1953450263,2c6f4917
134217727,1022235140,e311edfc
-134217727,-1992055308,e943a5f4
-134217729,1014979682,b380a39e
268435456,1340217938,20000000
-268435456,1913477966,20000000
268435457,-1533068533,549f3b0b
268435455,-94023518,259aaf5e
-268435455,371221582,3620644e
-268435457,1430433134,cabd5292
536870912,-1382940270,40000000
-536870912,-1688172467,60000000
536870913,646974549,c6900c55
536870911,2011888051,e815064d
-536870911,-10235882,3f63d016
-536870913,-753786958,ecede04e
1073741824,1015886942,80000000
-1073741824,-2040261252,00000000
1073741825,-504798779,21e961c5
1073741823,1891594383,4f408f71
-1073741823,-2107684618,025f48f6
-1073741825,-577282942,a268a37e
2147483648,-821879365,80000000
-2147483649,-338607269,942ebca5
2147483649,-1422140755,2b3bdaad
-1640531527,1384542358,f2984266
1640531527,-1306784129,87967f39
-2048144789,-1711591544,d9562dd8
2048144789,-479474046,c5a81baa
-1028477387,-1934706734,d520ca7a
1028477387,9486745,f00fed53
668265263,-55218154,1f6bc60a
-668265263,-1027088549,eee9754b
374761393,-2084519175,8c5efd29
-374761393,1157779430,bffd37fa
575063493,240876282,46640462
-575063493,1179424713,c34b8553
208597874,234581712,4186c8a0
-208597874,-481370182,0e96d12c
422033722,-1669845920,6deb6dc0
-422033722,898023239,6c6d5aea
2146121005,1224156916,cc7e5ce4
-2146121005,-1921972938,2a7be782
-2073254261,-742253820,4d99432c
2073254261,-431964709,fb58e817
90802087,1790271712,5e485220
-1434046645,793833847,235596dd
-945015557,-257169193,754cf6cd
-1118476284,-1615104048,ffaa5f40
459804437,-1655990593,b7a08eab
-2143106026,-1844351155,a40aec9e
626884110,-1101380813,9e89c6ca
1562183176,-142976505,57b9fa38
-958546146,-274789553,9b464442
1279969327,1907882905,c390b917
1696943562,-185853101,f884867e
216394257,424549195,01395dfb
-615107892,1160830223,c62715f4
-1939012228,-57813359,c1a1c33c
983298623,-155888554,ac6b0d2a
1485759498,707680995,60abb8de
-2089530761,263273570,093f658e
-995032301,1475063016,75ec8d38
1137783708,1738877377,a987e49c
1776881783,-515408544,ac7147a0
-1969216221,207149437,d7b4cd17
-881024675,1813833968,993f8f30
1829900089,694991650,3a90a892
-1815770477,-1674069830,b2b556ce
-202848381,2086219130,f88c1b6e
214480958,174260349,e9fbf646
-1446204904,443062682,0086aa70
1201474387,-1363770660,c1b7e154
1040696767,1573633423,94ca78b1
-1382319137,1582630194,f4d48c8e
459718547,-860052833,de00024d
881894432,-1154689088,7bd1f800
1208581376,1187472251,72e60f00
-1441383969,-2133901291,cd9b7f4b
-1525056245,-1434550763,f00cabe7
2061459611,-1066724778,9c9e5a12
-1666405247,-1594553279,9762d8c1
110867502,-1262991246,95132c7c
-1444139993,1449702547,ab80c665
-1987004929,1346096515,e88f547d
1170572658,1789873873,91d8ae12
1744409237,-474533926,43f32de2
-1771434735,1653546220,11b0e7ac
1241898298,-1741831219,11675572
1909734817,355463838,68cf3b5e
1811039375,-1486582737,5fd4ca41
-226682377,626773393,74737fe7
-1095731974,1302029577,57b8beca
-416674254,138471103,5da1834e
-859285854,2105040346,e0029ff4
2102577982,670922522,8528764c
1149302463,-1809207146,bdcae3ea
-292722422,-752417316,03197698
1632971651,459133489,1e95ca13
1446460156,-2069323587,d1040c0c
700699107,641978103,7f3d2c05
488146430,-1005760225,8e4397c2
1905533582,1637120443,c3a25bba
136490058,1147155303,72060fc6
-1475249959,-1639026467,7c124355
1383788389,405621825,fd09c4a5
-1556463590,-1916307264,dff24380
1134536946,1142750412,d000d8d8
-1940472209,-1204418100,d53ba774
1115736594,-731425576,94366730
673030071,-2055984951,9222feaf
1744907279,-420549790,53d6a2be
1934296094,-1405733850,604cb474
-163934522,1852915890,f1cec5ac
-625160769,1210180335,2185b351
-632399289,501669513,ed01e1ff
724614287,1452251974,af5f241a
-2090827024,894763521,6e1662f0
1340922385,1292001013,46e0f045
1373420475,-1001234132,02f81f24
269290204,561528243,c7d503d4
1099549042,-928765073,ac9c7e6e
-603951836,1040794411,9ee6c10c
1946879174,577522000,b755f3e0
-70477061,-1839802958,87889986
-816234365,-1672080358,881cc94e
2057997541,432866400,da8969e0
-951237599,81747976,10b58108
-140333396,-1946245591,d8f9818c
-532197905,439012192,b4bfbea0
1088213230,301672351,945405d2
1157179405,-1917751653,ac0dd5df
-380159621,-360359401,ebf2680d
-246153612,537846239,75269b0c
1602843307,1371125731,f06beaa1
726295640,-34259624,9bb37640
-2097495803,744316971,03514bd7
156323523,-1957355621,84834d11
-491759506,-20949947,6d0beda6
377595822,846688615,37104502
599381805,1879176981,c40811b1
1290098164,-512661473,df64888c
-473021138,447501864,0a604330
1114842028,607162804,d06980f0
-478808050,283536899,178bec2a
786554493,1079806733,3a322b59
1088587693,1760064827,b8ff55df
-1024699082,1172057595,711a09f2
1524390730,-1819652881,f2b73216
-560522975,1305940820,4828b1d4
39790063,-2121156910,8264080e
-542518938,1009906927,a7a5b63a
72205814,-1398590455,4693eda6
-2140560586,2075572367,a2b4fb2a
480351091,1440625274,4086bace
109061804,1655871739,32340aa4
-1501356675,-1427329241,305df10b
-1618004502,1560682596,802a4f68
-469681341,722099217,26ff0373
-1954202299,-2003565777,41120eab
1884031066,-437398183,8ab3c94a
1151850984,496549517,0ded34c8
-123281907,-517649930,0a8c157e
92561790,658216583,23f93d72
1481482063,896125502,54e7eb22
-1710842139,1187901625,5f20837d
-377667256,1713890523,ee42f898
921863263,970307771,bc55f965
1187350024,268178856,0d7e9d40
1077341811,177121693,66e42787
-1189589325,-1438569954,873596fa
162933963,-1176833297,1f49b785
-275791821,-1770047934,50e74f26
1328588370,1367418928,346dff60
1448941913,352422076,482ee55c
-208792446,-305932081,ca36451e
413249966,-359733843,e3b9b896
-2033819345,1305697559,69ddce39
-1862813336,-29029881,cd0c21d8
678584238,-1220685494,3fa2b64c
817156860,-1311194709,1c78ea54
1671519548,1175121795,adf5b9b4
-1103064858,702323793,e66200c6
511389575,1409574648,a661d4c8
1707474088,-1582734491,2ab9a648
-906650411,-1285675990,318faef2
-1975816938,-411437003,9960e58e
-1271337510,1241830900,df9115c8
808332689,617983080,e704eee8
331483596,2035008304,cc9c3a40
-1577268401,-1070162356,3f311d74
1391044968,1934542208,99e1bc00
1289680855,-1080988647,5c1be7ff
-412992604,2085733755,12fbdbcc
442797326,-877912243,fcbb1f36
1004207592,-1019983916,98e59c20
1517409648,1031742890,1600ec60
1771047788,-780955810,86c985a8
-1773187455,1977303560,4212b608
1484113822,1338795742,77940f04
-941225363,-488033506,f83defc6
-333018371,972622958,cc2894b6
-16591590,355780947,5284816e
-1782859413,106925320,63b2ba58
676702252,1515847420,a0793350
-2001008445,245861287,20f99835
-958422665,-2044912753,416dbe79
-491574652,-544752876,fda9be50
-137428234,-2097017959,e7c55706
638089038,1054820793,b715755e
650985324,652469550,d7610168
-1151734574,665084848,48f00660
194653559,933344844,36ef1954
220424703,-963675417,2ae92b19
-397802932,-1022367500,7f131070
1290606706,-734962620,b9957648
-1816927598,700430322,a3f08c04
1257210715,-278657755,c6bac327
-519884813,1866788294,15670cf2
-1046743221,1455219275,3615a8f9
-655606757,-321608343,e5fe0e13
-448060172,-1897389930,93c626f8
1313801345,1855532581,a353d4a5
-1036886196,1656442191,c8b94474
1567625958,1411917021,d858a88e
-1804782504,-585412701,b1f77c08
-1357996364,-351708122,0d883eb8
347892537,627715372,51d572cc
1321589500,134442783,c4dcc884
-2083081988,1091792751,5f880144
-1352151232,-316893234,4bc78580
2113560761,-1457391354,14cb3556
-2096182188,-1575721671,2378a2b4
1596463070,-132115003,8f8f93d6
656709793,-1228463697,94d8170f
-1091223028,-1491929988,ba976dd0
-1772315143,-54163864,3ced8328
1055471780,1893699830,bad4ad98
-2008533889,-1343360540,c44d501c
-1078181530,-1050874053,58194c82
-1011898347,-1441419501,55a8d48f
360495251,-954282688,2535dbc0
660477498,112064309,4f1e9002
2123235206,985492470,f82e8cc4
-658567428,280011092,545d66b0
1720200532,-678323439,7b10de94
1584303810,-290711213,b0213ae6
-1764574057,-1067473937,38db35f9
256399246,750593212,71464448
-1561647044,1750550813,8f80aacc
1438919765,-1775327741,fb51a2ff
-901998043,-2051510134,8bb347f2
-444433181,-33323909,3ec00d11
1242527404,-1835441500,6221de30
1151696075,-2134286752,fd445620
1363263854,828822426,33d0062c
-478636444,1813204574,9d85b0b8
-473934565,1313055874,5e4183b6
1351101190,478654010,2441d35c
968454827,1650546585,6e98a533
-2013045733,-1590079023,97e5bd0b
1721986827,-1911531228,4b46708c
-1921776143,-641511634,0841704e
-2107415580,812116350,9391ae38
417804616,-557085006,122e3410
-755132881,1377821263,3887d681
696725936,749049411,5bef2110
-992814743,2038583366,bdea42b6
1433905735,253430339,29755695
1432352633,1164403644,fddc87dc
1734936012,2081528872,5a7d37e0
-1116606195,-1684232061,7a6ae1a7
-573354482,437637901,403680b6
-241230786,2039440501,a9622056
-511044104,-2004057490,cc1d6090
643819719,-1775769121,c8b9e459
22301738,923373566,1ba907ac
-1025510538,-1411222156,67eb3f78
2128819496,1137062804,33e1b320
-15055678,354708759,afeac76e
1043403479,940151499,ff378e7d
-1460015960,1046572538,c97ca410
-1210005453,-624454094,acd9fbf6
-1847287726,1020822322,f9e14604
793117730,-806311730,5aeda35c
-559683716,1100903901,76d2820c
